,job_title,company_name,location,duration,date_posted,Num_Applicants,Num_Views,Num_In_Consideration,Num_Not_Selected,skills_and_tools,salary,experience_needed,education_level,job_categories,career_level,job_description,job_requirements,job_link,Logo
24,Business System Analyst,The Food Lab,"Maadi, Cairo",Full Time,3 days ago,54,12,3,9,"Analyst/Research,Analysis,Computer Science,Data Analysis,Data Analyst,Information Technology (IT),Analyst,Data",Confidential,1 To 3 Years,Bachelor'S Degree,Analyst/Research,Entry Level (Junior Level / Fresh Grad),"['Responsible and accountable to maintain Operation business systems at a high-quality level of consistency and accuracy all the time.', 'Responsible to extract actionable insights from business systems and communicate the actions needed with cross-functional teams.', 'Assess and resolve data quality issues and provide technical support to different stakeholders.', 'Collaborate with cross-functional teams on identifying business/product opportunities.', 'Coordinate and assess the business platforms/applications updates impact on business users.', 'Constantly be on the lookout for new tools to improve the business and deliver better value.']","['Bachelor’s degree from an accredited university.', 'Ability to translate business requirements into non-technical.', 'Work experience as a data analyst or in a related field.', 'Ability to work with stakeholders to assess potential risks.', 'Ability to analyze existing tools and databases.', 'Proficiency with data analysis and visualization.', 'Ability and flexibility to take initiative and multi-task in projects from initiation to completion.']",https://wuzzuf.net/jobs/p/1dM41TI8bc8w-Business-System-Analyst-The-Food-Lab-Cairo-Egypt?o=25&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/The-Food-Lab-Egypt-70093-1635954995.png
25,Quality Assurance Specialist,Future Group,"Dokki, Giza",Full Time,10 days ago,90,25,12,0,"Quality,Quality Assurance,Data Analysis,QA,quality,MS Office,English,Analysis,Communication,Quality Management,Six Sigma,Quality Control",Confidential,2 To 3 Years,Bachelor'S Degree,Quality,Experienced (Non-Manager),"['Manage QMS process improvement.', 'Manage auditing process (internal, & external) and handle audit disputes.', 'Conduct new processes, and QMS refreshment sessions for current employees and newcomers training.', 'Tracking the corrective action implementation.', 'Develop Monitoring reports', 'Enhance the process flow.', ' ']","['Bachelors degree.', 'At least 2 years of experience in the localization field OR at least 2 years of experience in the quality management function.', 'Excellent command of the English language.', 'Experience in data collection, data analysis, and reporting (statistical or six sigma courses are preferable).', 'Proficiency in MS Office applications; high proficiency and advanced excel knowledge.', 'Excellent communication and interpersonal skills.', 'Attention to detail.']",https://wuzzuf.net/jobs/p/5rQhH03hw23k-Quality-Assurance-Specialist-Future-Group-Giza-Egypt?o=26&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Future-Group-Egypt-640-1522226322.png
26,Data Analyst,GPS,"Nozha, Cairo",Full Time,1 month ago,119,10,0,0,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology,Analysis,Data Analysis,Reporting,Computer Science,English,MS Office,Information Technology (IT)",Confidential,3 To 5 Years,Bachelor'S Degree,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology",Experienced (Non-Manager),"['Utilizing BI tools to deliver meaningful insights into business performance. ', 'Must be advanced BI tools & Excel user', 'Establish the data analytics methods and organize collecting data in order to meet the needs of business.', 'Use different statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts.', 'Develop daily, Weekly and Monthly reports supporting functions and needs of sales and marketing departments.  ', ' Perform data cleansing/de-duplication/merging/calculation/analysis. ', 'Deal with departments’ leaders to identify opportunities & strengths for better process improvements and recommend system modifications.', 'Work on Monthly basis operational statistics as requested, key findings, insights and recommendations to respective counterparts and plays an active role in analysing commercial data.']","['Three to five Years’ experience.', 'Excellent analytical & reporting skills.', 'Excellent in English.', 'Time-management skills']",https://wuzzuf.net/jobs/p/3gKxwLEn2AQf-Data-Analyst-GPS-Cairo-Egypt?o=27&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/El-Moasser-Books-Egypt-37460-1636616411.jpeg
27,Process Development Assistants (All Locations in Egypt),Trevor Sadd Associates,"Cairo, Egypt","Full Time,Freelance / Project,Work From Home",17 hours ago,43,33,20,13,"Business Development,Writing/Editorial,Analyst/Research,Construction,Quantity Surveying,Business Development,QA,English,Communication skills,Design,Development,Information Technology (IT),Software Development,Training,Process Development,Sigma6,Lean Six Sigma,Technical writer,python development,Training Needs Analysis,Writer,Research Analysis,BIM Modeling,Data Analysis,Training Designer,Fun Loving","500 To 1200 GBP Per Month, G2 - Develop PDMs, Testing $3-$5  G3 - Software Briefs, Testing $4-$6  G4 - Process Development Initiatives $4-$7    G5 - Managing, Instructing, Checking, Training $6-$9 ",0 To 3 Years,Not Specified,"Business Development,Writing/Editorial,Analyst/Research",Entry Level (Junior Level / Fresh Grad),"['01. Positions Available', 'TSA are currently looking to fill positions for two Process Development Assistants to assist us in producing better processes and systems.', 'Process Development Writer - someone with an interest in business development and a love of writing about it', 'Process Development Analyst - someone with an interest in business development, effectiveness and a love of developing new ways of doing things', 'TSA are looking for graduates to train at levels 2-4 (see section 4) ', ' 02. The Work of a Process Development Assistant (PDA)', 'The work is to assist TSA in developing selected processes including:', 'Taking instructions and assist in developing the brief', 'Mapping and describing the existing process', 'Interviewing and consulting with users and experts', 'Making proposals for improvement', 'Preparing briefs for consultation and to instruct software engineers', 'Testing software and instructing others on issues and corrections', 'Developing and rewriting business policies and user guides', 'Preparing plans and implementing changes on live working systems', 'Setting up feedback loops to monitor lessons learnt following implementation and handover. Updating the process development methodologies based on from the experience gained in 1-8', 'The approach that TSA takes is one of their own design. TSAs methods are, however, ones that rely heavily on the work of W. Edwards Deming (and the Quality Assurance QA models that followed in his footsteps: Senge, Lean, Sigma6, etc.) ', 'PDAs will be supported in all of the above areas. The work starts with an analysis of TSAs existing methods, such that they can be developed in a way that will allow them to be used by the trainees. This requires that the trainees:', 'have an openness to learning and new experiences', 'can work in ‘circumstances of uncertainty of outcome’', 'are able to think and write about about process in a logical way ', ' 03. The Training / Support that TSA will Provide', 'The role is supported by a range of on-line training and assessment modules (Process Development Methodologies). TSA will pay you for the training modules that you complete (regardless of result). However, the availability of future training is dependant on the trainees performance (i.e. you cannot move onto the next module of training unless you have exhibited the appropriate skill level that is required in the earlier training)  ', 'The training for this work offers exceptional value to the PDA in that:', 'It requires that the PDA develops higher level of skills in: communication, research, consultation, process design, creativity, analysis, the use of software, testing and implementing the solutions created', 'What is learnt will be written down (in detail) and tested. This is a methodology that will change how you think', 'The training  and the work is conducted in a ‘fear free’ and enjoyable way', 'There will be lots of opportunities for PDAs to rip up the rulebook and make their own proposals as to how TSA should proceed', 'That the managing director of TSA will both direct training and be available to consult with on matters of strategy methodology and technique', 'We have successfully trained dozens of students in multiple subjects where the trainees come from different cultures and educational backgrounds. If you are reasonably bright, keen to learn and have an open mind, we could probably train you.', ' 04. The Benefits to Successful Applicants', 'Primary Benefits', 'Benefits to successful applicants include:', 'Interesting and challenging environment in which PDAs get to make a significant contribution', 'The opportunity for PDAs to open up and freely express their ideas', 'A fun loving and comfortable working environment ', 'A regular supply of work (up to 50 hours per week) ', 'Flexible working hours ', 'The ability to work from your chosen location', 'Regular monthly payment (within 72 hours of invoice)', 'Extensive training program (which is provided free of charge and for which TSA pays trainees for the time that it takes them to complete). ', ' Career Development ', 'For those wishing to progress their careers, TSA offer the opportunity to:', 'Work with and in a forward thinking UK consultancy business with a modern (innovative) approach to improving processes within the construction industry', 'Gain invaluable theoretical and practical experience of how systems are developed.', 'Develop advanced level skills (in communication, creative thinking techniques, skill acquisition, problem solving, etc)', 'Work with and be involved in the development of software and training systems', ' Career Trajectory', 'TSA is looking for candidates who can progress as quickly as possible. There’s lots of room at TSA for anyone who can effectively produce a high standard of work. Ideally we would like to see trainees progressing as quickly as possible.', ' ']","['06. The Attributes, Skills and Abilities Required', 'Roles ', 'To work effectively, trainees will (once trained) need to exhibit the attributes listed below. If this list does not describe you now, or as you would like to be, then this work is not for you.', ' Process Development Writer:  Items 1- 7 with a particular strengths in 2', 'Process Development Analyst:  Items 1-7  with a particular strengths in 3 and 4', 'Attributes ', 'Has a real interest in the work of improving (innovating) new processes.', 'A high level of communication skills (in English) and the ability to :', 'Articulate what they think', 'Communicate easily with those from other countries and cultures', 'Read  - has a strong desire to understand written texts (someone who would question or research parts of a text that they did not understand)', 'Write - enjoys writing and has an interest in producing clear copy', 'Listen and speak - has good listening and spoken skills', 'Has both critical and deductive reasoning skills together with: logical, analytical and mathematical thinking skills', 'A proactive approach to: work, problem solving and involving themselves in learning experiences,', 'A fun-loving attitude to life with the confidence to:', 'make a fool of themselves in the pursuit of learning something new', 'immediately highlight ambiguities or questions in the work provided by seniors (so that queries can be resolved quickly and effectively)', 'A strong desire to produce a high standard of work (and a critical eye when it comes to identifying potential issues)', 'Is responsible, reliable and a good manager of their own time.', ' 07. Other Useful Experience or Skills :  ', 'Applicants should also make us aware if they have an interest, experience or if they have developed other skills that might allow the candidate to complete specialist tasks:', 'Experience in the use of the Google suite of software (i.e. word, sheets, forms, etc.).', 'Quality assurance (QA)', 'Deming, Lean, sigma6, ', 'Process charts / mapping', 'Software development:', 'Front end / back end software development ', 'Coding in any language (if you can code in Drupal, python or script in Google please make us aware of the level you are at)', 'Database design', 'Algorithm design', 'Software testing', 'Logical or statistical work', 'Problem solving', 'Web scraping / data mining', 'Data analysis', 'Writing / testing algorithms', 'Writing and presentation: ', 'Policy development', 'Writing job descriptions / evaluation / employment / Human resources', 'Writing, editing or proofreading', 'Training others / writing training materials', 'Web sites, graphics, online, video, etc.', 'Business Skills', 'Marketing', 'Work planning', 'Decision making / risk analysis', 'Leadership, management, instructing others', 'Consultancy, interviewing, surveying', 'Construction:', 'Revit, BIM modelling, Bluebeam (or other ‘measurement software’)', 'Construction design / engineering work. ', 'Quantity surveying, producing bills of quantities', ' 08. Setting Up as an Online Specialist', 'If you have not worked on a self employed basis before you will need to think about:', '8.a - Finding somewhere to work that is quiet and where you will not be interrupted', '8.b - Having access to a good internet connection ', '8.c - Equipment for workshop:  A large laptop (minimum 15”) is sufficient for the purposes of completing the workshops and the first few days of training. ', '8.d(1) - The Equipment you will need for taster and trial sessions: An good i3 (or equivalent) computer with a 24”   HD (1920 x 1080)  60 Htz screen (or a laptop with separate 22’’ ) are preferred. TSA will in most circumstances be able to lend you a large screen (if you can arrange for their transit). If you do not have a computer that would run a large screen you should make us aware of this in your application.', '8.d(2) - Windows 10 is the required operating system. If you do not have a computer with Windows 10 you should make us aware of this in your application.', '8.d(3) - Equipment required when working for TSA: Ideally an i5  (or equivalent) computer with a 24” (2560 x 1440) and smaller screen are preferred as it allows users to see both large and multiple documents in multiple programs at the same time. TSA will in most circumstances be able to lend you a screen for the first few weeks. TSA can also provide support in the form of: i)  subsidised rental equipment, ii) interest free loans and iii) buyback agreements to assist those setting up systems. Please let us know if you need support in this area', '8.e - How you will provide for both income tax and social taxes ', ' Working Hours', 'TSA have a strong preference for those who work on a full time basis, but do employ some on a part time basis. We prefer to work with those who have more overlapping hours than those who have less. ', 'Working hours in the UK are, for most, 09:00 - 17:00 GMT, but we have a few who work 08:00 - 16:00 GMT.']",https://wuzzuf.net/jobs/p/Zm9mKXt1NVWs-Process-Development-Assistants-All-Locations-in-Egypt-Trevor-Sadd-Associates-Cairo-Egypt?o=28&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Trevor-Sadd-Associates-United-Kingdom-51003-1583097701.jpg
28,E-Commerce & Marketing Data Analyst,Confidential Company,"New Cairo, Cairo",Full Time,1 month ago,31,0,0,0,"Marketing/PR/Advertising,Analyst/Research,Media/Journalism/Publishing,Market Research,Data Analysis,Analysis,Marketing,E-Marketing,Social Media,E-Commerce,Data Analyst,Data,Commerce,Analyst",Confidential,3 To 6 Years,Bachelor'S Degree,"Marketing/PR/Advertising,Analyst/Research,Media/Journalism/Publishing",Experienced (Non-Manager),"['Reviewing and collecting information from secondary sources.', 'Conducting research on various industries and product portfolios.', 'Collect and analyze data on consumer behavior, competitive landscape and local market.', 'Interpret and forecast market trends in various industries.', 'Conducting interviews with key stakeholders, including: Customers, suppliers, distributers, government associations etc.', 'Ability to articulate different business issues and concisely analyze and communicated key issued/insights both written and verbally.', 'Analyzing quantitative (MS-Excel) and qualitative information.', 'Hypothesis testing.']",['3-6 years of Experience '],https://wuzzuf.net/jobs/p/jzNIjX873nvy-E-Commerce-Marketing-Data-Analyst-Cairo-Egypt?o=29&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
29,Business Intelligence Team Leader,Future Group,"Dokki, Giza","Full Time,Work From Home",11 days ago,31,6,0,0,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology,Analysis,BI,SQL,business,Economics,Research,Political Science,Statistics,Data Modeling,English,Microsoft SQL Server,Data visualization,Communication,Leadership,Team Management,Analyst,Business Development,Computer Science,Management",Confidential,More Than 4 Years,Bachelor'S Degree,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology",Manager,"['Objectives of this role:', ""  This role will vary frequently. We all wear multiple hats and it's likely your role"", 'Will span working across different business functions.', 'We’re seeking someone who is data-obsessed and can identify strategic initiatives that will create', 'Meaningful efficiencies across the business.', ' What You’ll Do:', ' Utilizes BI Tools to design and develop analytical content including reports, dashboards, and ad-hoc analyses and data sets.', 'Interpret data and analyze results to provide ongoing reports and dashboards and Provide insights', 'Supports end-user adoption of BI tools through trainings and creation of documentation.', 'Understand the existing source system data models', 'Prepare technical specifications and documentation for our workflows supporting BI reports.', 'Perform end to end data validation to maintain accuracy of data sets', 'Lead discussions with business partners to identify functional requirements resulting in data acquisition for BI applications', 'Provide data analysis and support to business functions.', 'Work with cross-functional teams to set up, maintain and scale business tools and processes to manage & identify areas of improvement for existing processes', 'Own short and long-term forecasting, plus quarterly reporting of revenue for Backstage', 'with a continuous improvement mindset, identifies opportunities and recommends enhancements to develop and improve procedures and framework for Business Analysis', 'Proactively manage business analysis services risks and rescue high risk project with business requirement issues', 'Monitors and provides direction to BA’s team', 'Facilitates teams, collaborating with staff and stakeholders.', 'Promotes team effectiveness, and keeps team informed', 'Seeks feedback, shares with team, works to deliver service to internal and external customers', 'Lead, improves performance and monitors progress of BI team to achieve their objectives']","['Bachelor’s degree in Computer Science, Management Information Systems, Informatics or similar analytical field or equivalent experience', '4+ years of experience in BI tools as an analyst, creating highly interactive data visualization reports and dashboards', 'Expert-level in SQL', 'Ideal candidates have experience in strategy consulting, technology, finance', 'Excellent interpersonal, analytical, communication and problem-solving skills', 'Strong project management skills with the ability to prioritize multiple requests in a fast-paced environment.', 'Solid Statistical, mathematical, analytical and data modeling Background', 'Experience in leading a team of BA’s', '', 'How this career will benefit you?', ' The financial package includes a competitive monthly basic salary, medical & social insurance', 'Availability to work from home', 'Flexible working hours', 'Opportunities for growth and advancement await the successful candidate']",https://wuzzuf.net/jobs/p/IqrtUasALbXR-Business-Intelligence-Team-Leader-Future-Group-Giza-Egypt?o=30&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Future-Group-Egypt-640-1522226322.png
30,Tele Research Associate (Remote Work),BNC Network,"Cairo, Egypt","Full Time,Work From Home",8 days ago,85,0,0,0,"Analyst/Research,Research,English,Market Research,arabic,Cold Calling,primary reserach,Data Entry,Data Analysis,soft skills",Confidential,Not Specified,Bachelor'S Degree,Analyst/Research,Entry Level (Junior Level / Fresh Grad),"['BNC Network, the largest & most updated database of GCC construction projects in the Middle East is looking for a proficient & keen Tele-Research Associate to join their growing Research Team.', 'Who are we?', '· We are Techies', 'We created a unique state-of-the-art SaaS platform to automate lead generation and digitize the project-sales process.', '· We are Researchers', ""We created the region's largest project intelligence database and have held this position since 2004!"", '· We are Analysts', 'We present actionable insights from our extensive data through construction analytics and thought leadership reports.', '· We are Communicators', 'We reach over 66,000 business leaders and industry professionals every day.', '· We are Enablers', 'We imagineer new ways to connect entities across the construction industry to transform information exchange on projects.', 'Conducting market research to update assigned construction projects by calling companies and online research to meet the set targets.', 'Obtaining the required information through telephonic interviews and data entry of assigned construction projects.', 'Perform both, primary and secondary market research.', 'Identify areas of improvement to achieve data quality.', 'Evaluating the data and making recommendations/suggestions required to improve the quality of data received.', 'Participate in taking new initiatives in alignment with business requirements.', 'Building relationships within the industry to streamline project intelligence gathering and to identify projects in the earliest possible stages.', 'Gathering data from online and other sources.', ""Verification of data as assigned to ensure compliance with the company's data policy and standards."", 'Providing daily reports & presentations as required.', 'Organize and present data in a clear, concise manner.', 'What do we have to offer you?', 'Mentorship – you will collaborate with hardworking peers and receive both formal training as well as day-to-day mentoring from your manager.', 'A positive and encouraging work environment']","[""We'd love to hear from you if you have.."", 'Graduated with a Bachelor’s', '6 months of experience in a similar role.', 'Experience in market research, cold calling, and data entry.', 'Ability to speak and write in English and Arabic fluently.', 'Proficiency in using MS-Office, internet applications, and reporting tools', 'Attention to details', 'Strong communication skills', 'Strong sense of responsibility', 'Excellent interpersonal and communication skills']",https://wuzzuf.net/jobs/p/U3bAZCwIvkdL-Tele-Research-Associate-Remote-Work-BNC-Network-Cairo-Egypt?o=31&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/BNC-Network-United-Arab-Emirates-60419-1610633029.png
31,Researcher,Confidential Company,"New Cairo, Cairo",Full Time,13 days ago,96,90,19,20,"Analyst/Research,Data Analysis,Analysis,Development,Research,Writing,Editing,Social Media,Market Research,Marketing,E-Marketing",Confidential,More Than 1 Year,Bachelor'S Degree,Analyst/Research,Entry Level (Junior Level / Fresh Grad),"['Responsible for doing research on specific topics and do the analysis required.', 'Research Design & Proposal Development.']","['Knowledge in rural development.', 'Data analysis skill is required.', 'Research management.', 'Studies writing and editing.', 'Knowledge in sustainable development.', 'Knowledge in poverty reduction.', 'Value chain analysis skill.', 'Knowledge in social impact assessment.', 'Knowledge in economic impact assessment.', 'Knowledge in social responsibility.', 'Knowledge in non-profit organization management.']",https://wuzzuf.net/jobs/p/nxu7try4Hb7f-Researcher-Cairo-Egypt?o=32&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
32,Planning Coordinator,Confidential Company,"6th of October, Giza",Full Time,13 days ago,111,71,8,0,"Administration,Project/Program Management,Analyst/Research,Data Analysis,Planning,Project Management,Administration,Marketing,English","3500 To 5000 EGP Per Month, Monthly Incentives , Yearly Profit Share , Merits, Private Medical Insurance , Private Life Insurance , Transportation, Housing",0 To 2 Years,Bachelor'S Degree,"Administration,Project/Program Management,Analyst/Research",Entry Level (Junior Level / Fresh Grad),"['Responsibilities:', 'Work through data collection for MRP purpose.', 'Track updates of consumption.', 'Issue & archive the PRs.', 'Prepare raw data for MRP run.']","['Requirements:', '0 to 2 years’ experience in planning. ', 'Good command of English. ', 'Advanced skills of Excel / Data Analysis.']",https://wuzzuf.net/jobs/p/2zHnyKxDRADn-Planning-Coordinator-Giza-Egypt?o=33&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
33,Senior Treasury Analyst,TAQA Petroleum,"Garden City, Cairo",Full Time,3 days ago,137,1,0,0,"Accounting/Finance,Analyst/Research,Finance,Financial Data Analysis,Accounting,Analysis,Treasury,Treasury Accounting",Confidential,4 To 5 Years,Bachelor'S Degree,"Accounting/Finance,Analyst/Research",Experienced (Non-Manager),"['Responsible for all cash management & Trade Finance Operations (LGs – IDCs – Transfer Funds)', 'Monitoring & analyzing the cash conversion cycle for each business line (Fuels – Lubes)', 'Preparing cash position & forecasts on daily basis to ensure the financial stability for the business', 'Monitoring all financials ratios and loans convenient to avoid default risks', 'Negotiating with the banks treasury dealers for primary & secondary markets of treasury bills rates', 'Providing cash management solutions for the business to improve the cash conversion cycle', 'Responsible for maintaining relationship with FIs (Bank & Insurance Companies)', 'Prepare Financial Model & Forecast for each project']","['Negotiation skills', 'Presentation skills', 'Strategic planning', 'Verbal communication skills', 'Written communication skills.', 'Bachelor degree of accounting or related certificate is required']",https://wuzzuf.net/jobs/p/hp32WHc5otxr-Senior-Treasury-Analyst-TAQA-Petroleum-Cairo-Egypt?o=34&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/TAQA-Oil---Marketing-Egypt-50002-1642932039.jpg
