,job_title,company_name,location,duration,date_posted,Num_Applicants,Num_Views,Num_In_Consideration,Num_Not_Selected,skills_and_tools,salary,experience_needed,education_level,job_categories,career_level,job_description,job_requirements,job_link,Logo
70,E-Commerce & Marketing Data Analyst,Confidential Company,"New Cairo, Cairo",Full Time,1 month ago,31,0,0,0,"Marketing/PR/Advertising,Analyst/Research,Media/Journalism/Publishing,Market Research,Data Analysis,Analysis,Marketing,E-Marketing,Social Media,E-Commerce,Data Analyst,Data,Commerce,Analyst",Confidential,3 To 6 Years,Bachelor'S Degree,"Marketing/PR/Advertising,Analyst/Research,Media/Journalism/Publishing",Experienced (Non-Manager),"['Reviewing and collecting information from secondary sources.', 'Conducting research on various industries and product portfolios.', 'Collect and analyze data on consumer behavior, competitive landscape and local market.', 'Interpret and forecast market trends in various industries.', 'Conducting interviews with key stakeholders, including: Customers, suppliers, distributers, government associations etc.', 'Ability to articulate different business issues and concisely analyze and communicated key issued/insights both written and verbally.', 'Analyzing quantitative (MS-Excel) and qualitative information.', 'Hypothesis testing.']",['3-6 years of Experience '],https://wuzzuf.net/jobs/p/jzNIjX873nvy-E-Commerce-Marketing-Data-Analyst-Cairo-Egypt?o=29&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
71,Business Intelligence Team Leader,Future Group,"Dokki, Giza","Full Time,Work From Home",11 days ago,31,6,0,0,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology,Analysis,BI,SQL,business,Economics,Research,Political Science,Statistics,Data Modeling,English,Microsoft SQL Server,Data visualization,Communication,Leadership,Team Management,Analyst,Business Development,Computer Science,Management",Confidential,More Than 4 Years,Bachelor'S Degree,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology",Manager,"['Objectives of this role:', ""  This role will vary frequently. We all wear multiple hats and it's likely your role"", 'Will span working across different business functions.', 'We’re seeking someone who is data-obsessed and can identify strategic initiatives that will create', 'Meaningful efficiencies across the business.', ' What You’ll Do:', ' Utilizes BI Tools to design and develop analytical content including reports, dashboards, and ad-hoc analyses and data sets.', 'Interpret data and analyze results to provide ongoing reports and dashboards and Provide insights', 'Supports end-user adoption of BI tools through trainings and creation of documentation.', 'Understand the existing source system data models', 'Prepare technical specifications and documentation for our workflows supporting BI reports.', 'Perform end to end data validation to maintain accuracy of data sets', 'Lead discussions with business partners to identify functional requirements resulting in data acquisition for BI applications', 'Provide data analysis and support to business functions.', 'Work with cross-functional teams to set up, maintain and scale business tools and processes to manage & identify areas of improvement for existing processes', 'Own short and long-term forecasting, plus quarterly reporting of revenue for Backstage', 'with a continuous improvement mindset, identifies opportunities and recommends enhancements to develop and improve procedures and framework for Business Analysis', 'Proactively manage business analysis services risks and rescue high risk project with business requirement issues', 'Monitors and provides direction to BA’s team', 'Facilitates teams, collaborating with staff and stakeholders.', 'Promotes team effectiveness, and keeps team informed', 'Seeks feedback, shares with team, works to deliver service to internal and external customers', 'Lead, improves performance and monitors progress of BI team to achieve their objectives']","['Bachelor’s degree in Computer Science, Management Information Systems, Informatics or similar analytical field or equivalent experience', '4+ years of experience in BI tools as an analyst, creating highly interactive data visualization reports and dashboards', 'Expert-level in SQL', 'Ideal candidates have experience in strategy consulting, technology, finance', 'Excellent interpersonal, analytical, communication and problem-solving skills', 'Strong project management skills with the ability to prioritize multiple requests in a fast-paced environment.', 'Solid Statistical, mathematical, analytical and data modeling Background', 'Experience in leading a team of BA’s', '', 'How this career will benefit you?', ' The financial package includes a competitive monthly basic salary, medical & social insurance', 'Availability to work from home', 'Flexible working hours', 'Opportunities for growth and advancement await the successful candidate']",https://wuzzuf.net/jobs/p/IqrtUasALbXR-Business-Intelligence-Team-Leader-Future-Group-Giza-Egypt?o=30&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Future-Group-Egypt-640-1522226322.png
72,Tele Research Associate (Remote Work),BNC Network,"Cairo, Egypt","Full Time,Work From Home",8 days ago,85,0,0,0,"Analyst/Research,Research,English,Market Research,arabic,Cold Calling,primary reserach,Data Entry,Data Analysis,soft skills",Confidential,Not Specified,Bachelor'S Degree,Analyst/Research,Entry Level (Junior Level / Fresh Grad),"['BNC Network, the largest & most updated database of GCC construction projects in the Middle East is looking for a proficient & keen Tele-Research Associate to join their growing Research Team.', 'Who are we?', '· We are Techies', 'We created a unique state-of-the-art SaaS platform to automate lead generation and digitize the project-sales process.', '· We are Researchers', ""We created the region's largest project intelligence database and have held this position since 2004!"", '· We are Analysts', 'We present actionable insights from our extensive data through construction analytics and thought leadership reports.', '· We are Communicators', 'We reach over 66,000 business leaders and industry professionals every day.', '· We are Enablers', 'We imagineer new ways to connect entities across the construction industry to transform information exchange on projects.', 'Conducting market research to update assigned construction projects by calling companies and online research to meet the set targets.', 'Obtaining the required information through telephonic interviews and data entry of assigned construction projects.', 'Perform both, primary and secondary market research.', 'Identify areas of improvement to achieve data quality.', 'Evaluating the data and making recommendations/suggestions required to improve the quality of data received.', 'Participate in taking new initiatives in alignment with business requirements.', 'Building relationships within the industry to streamline project intelligence gathering and to identify projects in the earliest possible stages.', 'Gathering data from online and other sources.', ""Verification of data as assigned to ensure compliance with the company's data policy and standards."", 'Providing daily reports & presentations as required.', 'Organize and present data in a clear, concise manner.', 'What do we have to offer you?', 'Mentorship – you will collaborate with hardworking peers and receive both formal training as well as day-to-day mentoring from your manager.', 'A positive and encouraging work environment']","[""We'd love to hear from you if you have.."", 'Graduated with a Bachelor’s', '6 months of experience in a similar role.', 'Experience in market research, cold calling, and data entry.', 'Ability to speak and write in English and Arabic fluently.', 'Proficiency in using MS-Office, internet applications, and reporting tools', 'Attention to details', 'Strong communication skills', 'Strong sense of responsibility', 'Excellent interpersonal and communication skills']",https://wuzzuf.net/jobs/p/U3bAZCwIvkdL-Tele-Research-Associate-Remote-Work-BNC-Network-Cairo-Egypt?o=31&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/BNC-Network-United-Arab-Emirates-60419-1610633029.png
73,Researcher,Confidential Company,"New Cairo, Cairo",Full Time,13 days ago,96,90,19,20,"Analyst/Research,Data Analysis,Analysis,Development,Research,Writing,Editing,Social Media,Market Research,Marketing,E-Marketing",Confidential,More Than 1 Year,Bachelor'S Degree,Analyst/Research,Entry Level (Junior Level / Fresh Grad),"['Responsible for doing research on specific topics and do the analysis required.', 'Research Design & Proposal Development.']","['Knowledge in rural development.', 'Data analysis skill is required.', 'Research management.', 'Studies writing and editing.', 'Knowledge in sustainable development.', 'Knowledge in poverty reduction.', 'Value chain analysis skill.', 'Knowledge in social impact assessment.', 'Knowledge in economic impact assessment.', 'Knowledge in social responsibility.', 'Knowledge in non-profit organization management.']",https://wuzzuf.net/jobs/p/nxu7try4Hb7f-Researcher-Cairo-Egypt?o=32&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
74,Planning Coordinator,Confidential Company,"6th of October, Giza",Full Time,13 days ago,111,71,8,0,"Administration,Project/Program Management,Analyst/Research,Data Analysis,Planning,Project Management,Administration,Marketing,English","3500 To 5000 EGP Per Month, Monthly Incentives , Yearly Profit Share , Merits, Private Medical Insurance , Private Life Insurance , Transportation, Housing",0 To 2 Years,Bachelor'S Degree,"Administration,Project/Program Management,Analyst/Research",Entry Level (Junior Level / Fresh Grad),"['Responsibilities:', 'Work through data collection for MRP purpose.', 'Track updates of consumption.', 'Issue & archive the PRs.', 'Prepare raw data for MRP run.']","['Requirements:', '0 to 2 years’ experience in planning. ', 'Good command of English. ', 'Advanced skills of Excel / Data Analysis.']",https://wuzzuf.net/jobs/p/2zHnyKxDRADn-Planning-Coordinator-Giza-Egypt?o=33&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
75,Senior Treasury Analyst,TAQA Petroleum,"Garden City, Cairo",Full Time,3 days ago,137,1,0,0,"Accounting/Finance,Analyst/Research,Finance,Financial Data Analysis,Accounting,Analysis,Treasury,Treasury Accounting",Confidential,4 To 5 Years,Bachelor'S Degree,"Accounting/Finance,Analyst/Research",Experienced (Non-Manager),"['Responsible for all cash management & Trade Finance Operations (LGs – IDCs – Transfer Funds)', 'Monitoring & analyzing the cash conversion cycle for each business line (Fuels – Lubes)', 'Preparing cash position & forecasts on daily basis to ensure the financial stability for the business', 'Monitoring all financials ratios and loans convenient to avoid default risks', 'Negotiating with the banks treasury dealers for primary & secondary markets of treasury bills rates', 'Providing cash management solutions for the business to improve the cash conversion cycle', 'Responsible for maintaining relationship with FIs (Bank & Insurance Companies)', 'Prepare Financial Model & Forecast for each project']","['Negotiation skills', 'Presentation skills', 'Strategic planning', 'Verbal communication skills', 'Written communication skills.', 'Bachelor degree of accounting or related certificate is required']",https://wuzzuf.net/jobs/p/hp32WHc5otxr-Senior-Treasury-Analyst-TAQA-Petroleum-Cairo-Egypt?o=34&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/TAQA-Oil---Marketing-Egypt-50002-1642932039.jpg
76,Senior Digital Data Analyst (Remote Job),Mindfield,"New Cairo, Cairo","Full Time,Work From Home",1 month ago,33,3,0,0,"Creative/Design/Art,Marketing/PR/Advertising,Social Media,Digital Marketing,Data Analysis,Planning,Marketing,Google Analytics,Computer Science,Business Administration,Analysis,analytical,business",Confidential,3 To 5 Years,Bachelor'S Degree,"Creative/Design/Art,Marketing/PR/Advertising",Experienced (Non-Manager),"[' Develop and maintain analytics tools to ensure tracking, reporting and analytics are functioning optimally', ' Develop approaches to analyze self-service customer behavior to include patching, customer profiling, browsing behavior, customer segmentation; Analyze and report on measured results to potentially improve channel usability, containment, success rates and overall Digital channel performance', ' Help to create and prepare requirements for ad hoc reports and trend analysis on digital channels that assists in the identification of irregularities or creates opportunities for improved sales.', ' Identify and troubleshoot data anomalies and irregularities as necessary', ' Provide guidance to digital channel owners and stakeholders in the use of assigned metrics applications including terminology standardization, training, user support, and the impact of user behavior on key conversion and revenue factors. Proposes expanded or improved uses of application capabilities.', ' Prepare and presents value added analytical reports to department and/or senior management', ' Develop and build business reporting environments inclusive of data, technical routines, and data visualization.', ' Definition and development of metrics to measure performance', ' Help and Assist client servicing personnel, and digital teams to achieve better results through insights.', ' Help on new pitches by collecting and analyzing data insights to propose strategic directions.', ' Build all digital reports on client digital channels, and come up with learnings and recommendations', ' Ensure teams apply recommendations and raise flags when it is not the case', ' Participate in Brainstorming sessions with team members']","['A Bachelor’s degree in Marketing, Computer Science, Communications, or Business Administration is preferred', '3+ years of experience in Marketing, Social Media.', 'Proven work experience with social media platforms and digital marketing campaigns.', 'Knowledge of all social media metrics including sentiment.', 'Knowledge of keyword research, SEO and Google Analytics.', 'Proficiency in working with social media management tools.', 'Proven experience with website analysis using various analytical tools.', 'Ability to identify target audience preferences and trends.', 'The ability to analyze digital data ', 'Strong communication, time management, and multitasking skills. ', 'Additional qualifications in digital technologies or social media management is a plus.']",https://wuzzuf.net/jobs/p/HKEQYe3RTJbt-Senior-Digital-Data-Analyst-Remote-Job-Mindfield-Cairo-Egypt?o=35&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
77,Account payable Accountant,Roots Management Consultants,"Sheraton, Cairo",Full Time,17 days ago,280,0,0,0,"Accounting/Finance,Banking,Operations/Management,Accounting,Accounting Software,Accounts,Accounts Payable,Analysis,Data Entry,Finance,Financial Analysis,General Accounting,Management,Payable,Software,Education",Confidential,3 To 5 Years,Bachelor'S Degree,"Accounting/Finance,Banking,Operations/Management",Experienced (Non-Manager),"['Assemble, review and verify invoices and check requests', 'Flag and clarify any unusual or questionable invoice items or prices', 'Sort, code and match invoices', 'Set invoices up for payment', 'Enter and upload invoices into system', 'Track expenses and process expense reports', 'Prepare and process electronic transfers and payments', 'Prepare and perform check runs', 'Post transactions to journals, ledgers and other records', 'Reconcile accounts payable transactions', 'Prepare analysis of accounts', 'Monitor accounts to ensure payments are up to date', 'Research and resolve invoice discrepancies and issues', 'Maintain vendor files', 'Correspond with vendors and respond to inquiries', 'Produce monthly reports', 'Assist with month end closing', 'Provide supporting documentation for audits', 'Maintain accurate historical records', 'Maintain confidentiality of organizational information']","['Education and Experience', 'knowledge of accounts payable', 'knowledge of general accounting procedures', 'knowledge of relevant accounting software', 'proficient in data entry and management', '3-5 years accounts payable or general accounting experience', 'Key Accounts Payable Skills and Competencies', 'Organizing and prioritizing', 'Attention to detail and accuracy', 'Confidentiality', 'Judgment', 'Communication skills', 'Vendor relationship skills', 'Information management skills', 'Problem analysis and problem-solving skills', 'Teamwork', 'Professional integrity', 'Ability to meet deadlines']",https://wuzzuf.net/jobs/p/jblfLJtlpjic-Account-payable-Accountant-Roots-Management-Consultants-Cairo-Egypt?o=36&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Roots-Management-Consultants-Egypt-33338-1526199068.png
78,Business Analyst,Cilantro,"Maadi, Cairo",Full Time,17 days ago,54,7,0,4,"Business Development,Analyst/Research,Business Analysis,Analysis,Data,Data Analytics,Microsoft Power BI,excel,English,Computer Science","Confidential, 20% Monthly Incentive",More Than 10 Years,Bachelor'S Degree,"Business Development,Analyst/Research",Experienced (Non-Manager),"['Job Summary:', 'A Business Analyst collects, analyzes, and presents business results data and turns it into information that can offer ways to improve a business, thus affecting business decisions.', ' Role & Responsibilities', 'Collect the financial (Sales, T.A, A.C& GOP) and non-financial (Quality, Mystery Shopper, Customer Complaints) results of the business units on monthly basis.', 'Build and present a monthly dashboard for the top management to support the decision-making process.', 'Make the Same Store results comparisons and the internal benchmarking analysis to support the decision-making process.', 'Identify, analyze, and interpret trends or patterns in complex data sets.', 'Present the Results Matrix monthly for the brand, per store, and per area.', 'Analyze data to support the top management with answers to the most important business issues and questions.', 'Sets campaigns & products projections', 'Delivers campaigns performance reports during & after each campaign', 'Identifies business performance gaps & recommends solutions', 'Monitors & manages the Marketing Budget', 'Manage the quality of sales activities and analyze the upselling activities']","['Qualifications:', ""Bachelor's Degree"", '10 Years of Experience', 'Good command of English language (reading, writing & speaking)', '· Good command of the below:', 'Advanced Excel Expertise', 'Pivot Table', 'Power BI', 'Google Data Studio']",https://wuzzuf.net/jobs/p/8YOY92FomUao-Business-Analyst-Cilantro-Cairo-Egypt?o=37&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Cilantro-Egypt-69955-1638611455.jpg
79,HR Reporting Analyst,Partner & More,"Abu Rawash, Giza",Full Time,18 days ago,57,3,5,17,"Accounting/Finance,Human Resources,Analyst/Research,Analysis,Analyst,analytical,Communication,Communication skills,Data,English,Human Resources (HR),Reporting,reports,Development,Microsoft Office,Writing",Confidential,7 To 10 Years,Bachelor'S Degree,"Accounting/Finance,Human Resources,Analyst/Research",Experienced (Non-Manager),"['On behalf of a Leading Trading & Distribution Co.,', 'Partner & More is recruiting:', '', '#HR_Reporting #Analyst', '', 'Location: Head Quarter – #Abu_Rawash', '', 'Job Responsibility', 'Design HR department analysis and data recording systems for use throughout the HR Functions', 'Maintain databases and perform updates as necessary to ensure accuracy', 'Regularly examine data reports to locate and resolve mistakes throughout', 'Accurately analyze and collect data for various types of business reports', 'Create business reports that provide insight into key data points', 'Communicate the results of data analysis in written and verbal form to managers', 'Monitor data to identify changes in financial and business trends']","['Job Requirements:', 'Strong analytical skills and comfortable dealing with numerical data for the development of data-driven reports', 'Strong written and verbal communication skills to effectively relate data to coworkers', 'Demonstrable experience as a reporting analyst', 'Strong report writing abilities', 'BSc. in any discipline', 'Fluent in English', '7+ years’ experience in a similar role ']",https://wuzzuf.net/jobs/p/LjehaQu2c9ZJ-HR-Reporting-Analyst-Partner-More-Giza-Egypt?o=38&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Partner---More-Egypt-22617-1621197803.jpg
